"id","agcy_agencies_id","title","tags","created_at","created_by_agency_member_id","updated_at","updated_by_agency_member_id","deleted_at","deleted_by_agency_member_id"
248,49,"ฉีดวัคซีนโควิด-19 ครบ 2 เข็ม ขอ""วัคซีนพาสปอร์ต""ได้แล้ว ใช้หลักฐานอะไรบ้าง","","2021-07-01 09:37:15",161,"2021-07-06 03:04:30",162,NULL,NULL
249,49,"10 สถานทีท่องเที่ยวสุดฮิตในโตเกียว","","2021-07-05 07:57:23",162,"2021-07-05 08:19:19",162,"2021-07-05 08:19:19",162
250,49,"10 สถานที่ท่องเที่ยวสุดฮิตในโตเกียว","","2021-07-05 08:21:06",162,"2021-07-05 08:21:06",162,NULL,NULL
251,53,"เรื่องต้องรู้...แลกเงินที่ไหนดี?","","2021-07-06 04:22:17",171,"2021-07-06 04:22:17",171,NULL,NULL
253,53,"10 เกาะยอดนิยมในเอเชีย","","2021-07-06 08:44:10",171,"2021-07-06 08:44:10",171,NULL,NULL
254,53,"7 พิกัดท่องเที่ยวบาหลี ดีต่อใจที่ต้องห้ามพลาด!!","","2021-07-06 08:49:50",171,"2021-07-06 08:49:50",171,NULL,NULL
255,49,""" ไหว้พระ 9 วัดดังที่ฮ่องกง ""","","2021-07-08 04:04:58",162,"2021-07-08 04:11:45",162,NULL,NULL
256,79,"Pink on The Way at Tohoku เลาะเลียบเส้นทางสีชมพูที่ โทโฮคุ","","2021-07-08 05:59:20",277,"2021-07-08 05:59:20",277,NULL,NULL
257,27,"เสม็ดนางชี","พังงา,เสม็ดนางชี,เสม็ดนางชีแอทฮิลล์","2021-07-08 12:57:40",76,"2021-07-08 12:57:40",76,NULL,NULL
258,27,"เที่ยวเกาะหวาย","ตราด,ที่ยวเกาะหวาย,หาดทรายดำ,ว๊ายเกาะหวาย","2021-07-08 13:23:06",76,"2021-07-08 13:23:06",76,NULL,NULL
259,27,"เที่ยวใกล้ๆก้ออยุธยาเมืองเก่า","","2021-07-08 13:41:16",76,"2021-07-08 13:41:16",76,NULL,NULL
260,79,"ไปดูดอกไม้ที่ ""ญี่ปุ่น""  กันเถอะ","","2021-07-09 06:55:30",277,"2021-07-09 06:55:30",277,NULL,NULL
261,91,"เซี่ยงไฮ้เตรียมเปิด 'ท้องฟ้าจำลอง' ใหญ่สุดในโลก","เซี่ยงไฮ้,เมืองจีน,พิพิธภัณฑ์ดาราศาสตร์เซี่ยงไฮ้","2021-07-10 10:34:59",328,"2021-07-10 10:34:59",328,NULL,NULL
262,49,"็HOW TO ""การทำพาสปอร์ต(Passport) ""","","2021-07-12 03:23:03",162,"2021-07-12 03:36:29",162,NULL,NULL
263,49,"“อุทยานแห่งชาติจางเจียเจี้ย ดินแดนสวรรค์ “","","2021-07-15 03:17:50",162,"2021-07-15 03:17:50",162,NULL,NULL
264,49,"10 ที่เที่ยวสุดฮิต ใน “กรุงโซล”","","2021-07-19 03:34:15",162,"2021-07-19 03:34:15",162,NULL,NULL
265,49,"""พระธาตุอินทร์แขวน"" 1 ใน 5 สิ่งศักดิ์สิทธิ์สูงสุด","","2021-07-20 03:49:57",162,"2021-07-20 03:49:57",162,NULL,NULL
266,49,"Ashikaga Flower Park  สวนวิสทีเรียที่สวยที่สุดในญี่ปุ่น","","2021-07-23 04:37:42",162,"2021-07-23 04:37:42",162,NULL,NULL
267,50,"การเดินทางท่องเที่ยว ทุกสถานที่ ","","2021-07-30 03:45:04",163,"2021-07-30 03:45:04",163,NULL,NULL
268,50,"เที่ยวต่างประเทศกับ “บริษัททัวร์”","","2021-07-30 03:52:14",163,"2021-07-30 03:52:14",163,NULL,NULL
269,50,"ประโยชน์ที่ได้จากการท่องเที่ยว ","","2021-07-30 04:13:31",163,"2021-07-30 04:13:31",163,NULL,NULL
270,50,"เที่ยวในประเทศเราเอง","","2021-07-30 04:29:45",163,"2021-07-30 04:29:45",163,NULL,NULL
271,50,"ประเทศน่าเที่ยวในอาเซียน","","2021-07-30 06:46:14",163,"2021-07-30 06:46:14",163,NULL,NULL
272,50,"จัดกรุ๊ปส่วนตัวเที่ยวญี่ปุ่น ","","2021-07-30 07:13:45",163,"2021-07-30 07:13:45",163,NULL,NULL
273,49,"หมู่บ้านวัฒนธรรมคัมชอน : Gamcheon Culture Village","","2021-08-02 04:12:47",162,"2021-08-02 04:12:47",162,NULL,NULL
274,49," “พุกาม” เมืองโบราณแห่งทะเลเจดีย์","","2021-08-02 04:16:11",162,"2021-08-02 04:16:11",162,NULL,NULL
275,65,"นมัสเต เนปาล NPL.1","เนปาล,ดินแดนหลังคาโลก,วาลโป,ปาโป,ปาลโป,Himalayan wools,เนวารี,กาฏมาณฑุ,Serkong Papa,เนปาลี,เอเวอร์เรสต์,สะการ์มาถา,โซโมลุงกะมา","2021-08-02 08:37:34",225,"2021-08-03 14:18:31",225,NULL,NULL
276,65,"นมัสเต เนปาล NPL.2","","2021-08-03 14:11:48",225,"2021-08-03 14:19:02",225,NULL,NULL
277,49,"""หมู่บ้านมรดกโลกชิราคาวาโกะ""(Shirakawa-go)","","2021-08-05 03:17:03",162,"2021-08-05 03:17:31",162,NULL,NULL
278,49,"TAITEI 101 ""ตึกที่สูงทีี่สุดในไต้หวัน","","2021-08-09 03:54:38",162,"2021-08-09 03:58:38",162,NULL,NULL
280,65,"Namaste Nepal NPL 3.","Black Bhairab,องค์ไภรพดำ,วัดจะกันนาถ,ทศกาลอินทรจัตรา,Kathmandu Durbar Square,กุมารี บะฮาล","2021-08-09 16:51:37",225,"2021-08-09 17:14:20",225,NULL,NULL
281,8,"test","","2021-08-09 18:42:48",148,"2021-08-09 18:42:48",148,NULL,NULL
282,8,"วิธีเดินทางไปทุ่งไฮเดรนเยียขุนแปะ เชียงใหม่","เชียงใหม่,บ้านแปะ","2021-08-09 20:28:44",148,"2021-08-11 06:38:47",148,NULL,NULL
283,49,"""หอไอเฟล (Eiffel) ฝรั่งเศส ""","","2021-08-11 03:18:22",162,"2021-08-11 03:18:22",162,NULL,NULL
284,65,"Kuzusangpo La,Bhutan BTN 1.","ทิมพู,พูนาคา,Dochula Pass,ภูฏาน,ดินแดนมังกรสายฟ้า","2021-08-13 16:54:35",225,"2021-08-13 17:24:16",225,NULL,NULL
285,65,"Kuzusangpo La,Bhutan BTN 2.","","2021-08-14 03:33:26",225,"2021-08-14 03:33:26",225,NULL,NULL
286,49,"""หอเอนปิซา  1 ใน 7 สิ่งมหัศจรรย์ของโลก""","","2021-08-16 03:11:42",162,"2021-08-16 03:11:42",162,NULL,NULL
288,50,"ประเทศเวียดนาม ","","2021-08-16 09:21:37",163,"2021-08-16 09:21:37",163,NULL,NULL
289,50,"ประเทศญี่ปุ่น ","","2021-08-17 05:20:13",163,"2021-08-17 05:20:13",163,NULL,NULL
290,49,"Ho Chi Minh  “ 8 จุดเช็คอินที่ห้ามพลาด “","","2021-08-17 05:55:08",162,"2021-08-17 05:55:08",162,NULL,NULL
291,50,"ประเทศเกาหลีใต้ เกาะนามิ","","2021-08-17 11:51:53",163,"2021-09-01 05:00:10",163,NULL,NULL
292,50,"ประเทศลาว เวียงจันทน์ -หลวงพระบาง-ปากเซ","","2021-08-18 10:07:50",163,"2021-08-18 11:00:02",163,NULL,NULL
293,50,"ประเทศกัมพูชา- เสียมเลียบ  นครวัด","","2021-08-18 11:10:10",163,"2021-08-18 11:10:10",163,NULL,NULL
294,49,"วัดคิงคะคุจิ (Kinkakuji Temple)","","2021-08-19 04:39:00",162,"2021-08-19 04:39:00",162,NULL,NULL
295,50,"เที่ยวพม่า ย่างกุ้ง พุกาม มัณฑะเลย์ ","","2021-08-19 10:21:56",163,"2021-08-19 10:21:56",163,NULL,NULL
296,65,"Kuzusangpo La,Bhutan BTN 3.","Taktsang Lhakhang,วัดรังเสือ / วัดถ้ำเสือ,ภูฏาน,คุรุรินโปเช,ตั้กซัง เปลฟู","2021-08-19 13:03:50",225,"2021-08-19 13:18:06",225,NULL,NULL
297,49,"เกาะสีส้ม  ฉางซา (Orange Isle) บ้านเกิด “เหมา เจ๋อตุง ”   ","","2021-08-20 04:42:42",162,"2021-08-20 04:42:42",162,NULL,NULL
298,50,"สิงคโปร์","","2021-08-20 05:29:06",163,"2021-08-20 05:29:06",163,NULL,NULL
299,49,"Nami Island ","","2021-08-20 05:40:14",162,"2021-08-20 05:40:14",162,NULL,NULL
300,50,"มาเลเซีย","","2021-08-20 06:00:38",163,"2021-08-20 06:00:38",163,NULL,NULL
301,50,"อินเดีย  รัฐสิกขิม -แคสเมียร์","","2021-08-20 07:17:22",163,"2021-08-20 08:07:42",163,NULL,NULL
302,50,"สักการะ 4 สังเวชนียสถาน อินเดีย-เนปาล พุทธสถานสำคัญ","","2021-08-20 08:27:27",163,"2021-10-05 06:04:17",163,NULL,NULL
303,50,"อินเดีย ทัชมาฮาล  อัครา  ชัยปุระ","","2021-08-20 09:52:42",163,"2021-08-20 09:52:42",163,NULL,NULL
304,50,"ภูฏาน สัมผัสมนต์เสน่ห์เมืองในหุบเขาหิมาลัย","","2021-08-22 04:11:35",163,"2021-10-26 09:40:15",163,NULL,NULL
305,65,"Namaste Nepal NPL 4.  ","วัชระ,ตันตริกพละ,ภาพวงล้อ,หอสวดมนตร์,วัดลามะธิเบต","2021-08-22 14:14:32",225,"2021-08-22 14:14:32",225,NULL,NULL
306,50,"มัลดีฟ","","2021-08-23 05:11:06",163,"2021-08-23 05:11:06",163,NULL,NULL
307,50,"เกาะบาหลี (ประเทศอินโดนีเซีย)","","2021-08-23 05:27:39",163,"2021-08-23 05:27:39",163,NULL,NULL
308,50,"อเมริกา ตะวันออก","","2021-08-23 09:29:47",163,"2021-08-23 09:57:28",163,NULL,NULL
309,50,"อเมริกา ตะวันตก ","","2021-08-23 11:21:41",163,"2021-08-23 11:31:37",163,NULL,NULL
310,50,"อเมริกา ฮาวาย ","","2021-08-23 11:38:00",163,"2021-08-23 11:38:00",163,NULL,NULL
311,50,"ไต้หวัน TAIWAN ","","2021-08-24 06:21:00",163,"2021-08-24 06:21:00",163,NULL,NULL
312,50,"เกาะหลีเป๊ะ จ.สตูล ","","2021-08-24 08:47:09",163,"2021-08-24 08:47:09",163,NULL,NULL
313,50,"เชียงใหม่ ","","2021-08-24 09:00:53",163,"2021-08-24 09:06:19",163,NULL,NULL
314,50,"เบตง","","2021-08-24 09:29:22",163,"2021-08-24 09:29:22",163,NULL,NULL
315,129,"ฉงชิ่ง (重庆) เป็นมหานครที่ใหญ่ที่สุดของจีน","ฉงชิ่ง,เรือนไม้โบราณ “หงหยาต้ง”,สามผาน้อยแห่งเขาอูซาน,“เกี๊ยวน้ำสไตล์ฉงชิ่ง”,หงหยาต้ง","2021-08-25 08:48:14",431,"2021-08-25 08:48:14",431,NULL,NULL
316,90,"เสียวขั้นสุดกับ Takabisha รถไฟเหาะตีลังกาที่ชันที่สุดในโลก ที่ประเทศญี่ปุ่น","ญี่ปุ่น,Takabisha","2021-08-25 09:04:53",305,"2021-08-25 09:04:53",305,NULL,NULL
317,50,"อุดรธานี ","","2021-08-26 03:51:49",163,"2021-08-26 03:51:49",163,NULL,NULL
318,50,"ลำปาง ลำพูน","","2021-08-26 05:36:57",163,"2021-08-26 05:49:39",163,NULL,NULL
319,50,"เพชรบูรณ์","","2021-08-26 06:06:24",163,"2021-08-26 06:06:24",163,NULL,NULL
320,50,"ศรีลังกา","","2021-08-30 06:31:15",163,"2021-08-30 06:31:15",163,NULL,NULL
321,50,"ฮ่องกง","","2021-08-30 06:42:30",163,"2021-08-30 06:42:30",163,NULL,NULL
322,50,"โอมาน","","2021-08-30 08:26:42",163,"2021-08-30 08:26:42",163,NULL,NULL
323,50,"จอร์แดน","","2021-08-30 08:55:30",163,"2021-08-30 08:55:30",163,NULL,NULL
324,50,"อียิปต์","","2021-08-31 02:06:39",163,"2021-08-31 02:06:39",163,NULL,NULL
325,49,"อุทยานธรณี เย่หลิว ""Yehliu Geopark""","","2021-08-31 07:03:06",162,"2021-08-31 07:03:06",162,NULL,NULL
326,50,"เกาะเจจู เกาหลีใต้(Jeju Island)","","2021-09-01 02:55:43",163,"2021-09-01 02:55:43",163,NULL,NULL
327,50,"ปูซาน เกาหลีใต้ ","","2021-09-01 03:27:53",163,"2021-09-01 03:27:53",163,NULL,NULL
328,95,"รวมสถานที่ท่องเที่ยวเวียดนาม","","2021-09-03 04:50:58",316,"2021-09-03 04:50:58",316,NULL,NULL
329,74,"สะพานแขวนมิชิม่า สกายวอร์ค","ภูเขาฟูจิ,ประเทศญี่ปุ่น,ภูเขาไฟฟูจิ,มิชิม่า สกายวอร์ค","2021-09-03 06:53:58",255,"2021-09-03 06:53:58",255,NULL,NULL
330,50,"เที่ยวเกียวโตเมืองเก่า ขอพรวัด คิโยมิซึ (วัดน้ำใส)","","2021-09-03 07:07:56",163,"2021-09-03 07:07:56",163,NULL,NULL
331,74,"Oktoberfest งานฉลองการแต่งงานที่ยาวนานกว่าสองร้อยปี","Oktoberfest,ประเทศเยอรมนี,(German Unity Day),วันรวมชาติเยอรมัน,อ๊อคโทเบอร์เฟส","2021-09-03 07:41:37",255,"2021-09-03 07:41:37",255,NULL,NULL
334,65,"Kuzusangpo Bhutan BTN 4.","","2021-09-04 01:59:37",225,"2021-09-04 01:59:37",225,NULL,NULL
335,50,"เนปาล","","2021-09-05 02:32:34",163,"2021-09-05 02:32:34",163,NULL,NULL
337,51,"เบตรงกินอะไรดี ","ของกินเบตรง,เบตรง,เบตรงกินอะไรดี","2021-09-06 10:55:16",165,"2021-09-06 10:55:16",165,NULL,NULL
338,75,"ฮัลส์สตัทท์ : เมืองแห่งทะเลสาบกลางหุบเขา ออสเตรีย","เที่ยวออสเตรีย,ทัวร์ออสเตรีย,รีวิวออสเตรีย,ฮัลส์สตัทท์,ซาลซ์คัมเมอร์กุท,ทัวร์ซาลซ์คัมเมอร์กุท,ตั๋วเครื่องบินราคาถูก,ตั๋วนักเรียน,ทัวร์ยุโรปพรีเมียม","2021-09-07 04:32:18",263,"2021-09-14 07:29:50",263,NULL,NULL
339,75,"ปราสาทน็อยชวานชไตน์ ต้นแบบปราสาทดิสนีย์แลนด์ที่สวยที่สุด แห่งเยอรมัน","ทัวร์เยอรมัน,รีวิวเยอรมัน,เที่ยวเยอรมัน,ทัวร์เมืองมิวนิก,เที่ยวเมืองมิวนิก,เยอรมัน,มิวนิก,รวมทัวร์ยุโรป,ตั๋วเครื่องบินราคาถูก,ตั๋วเครื่องบินราคานักเรียน,แพกเกจทัวร์เยอรมัน","2021-09-07 05:53:31",263,"2021-09-10 03:46:54",263,NULL,NULL
340,75,"พระราชวังเชินบรุนน์  (Schonbrunn Palace) : พระราชวังอันยิ่งใหญ่ของราชวงศ์ฮาพส์บวร์ค","ทัวร์ออสเตรีย,เที่ยวออสเตรีย,รีวิวออสเตรีย,พระราชวังเชินบรุนน์,เวียนนา,จองตั๋วเครื่องบิน,ตั๋วนักเรียน,ทัวร์ยุโรปพรีเมียม","2021-09-07 07:40:35",265,"2021-09-14 08:37:54",263,NULL,NULL
341,50,"ทวาย  เมืองในเมียนมาร์ (พม่า)","","2021-09-08 11:11:01",163,"2021-09-08 11:11:01",163,NULL,NULL
342,75,"อาคารรัฐสภาฮังการี : สถาปัตยกรรมชั้นเลิศ ริมแม่น้ำดานูบ","เที่ยวฮังการี,ทัวร์ฮังการี,รีวิวฮังการี,อาคารรัฐสภาฮังการี,บูดาเปสต์,ทัวร์บูดาเปสต์,ตั๋วเครื่องบินราคาถูก,ทัวร์ยุโรป,ทัวร์คุณภาพ,จองตั๋วเครื่องบิน","2021-09-09 09:35:46",263,"2021-09-10 06:33:57",263,NULL,NULL
343,75,"สวนมิราเบล บ้านเกิดโมสาร์ท : ดินแดนมรกตแห่งเมืองซาล์กบูร์กประเทศออสเตรีย","เที่ยวออสเตรีย,ทัวร์ออสเตรีย,รีวิวออสเตรีย,สวนมิราเบล,บ้านเกิดโมสาร์ท,ทัวร์สวนมิราเบล,ทัวร์บ้านเกิดโมสาร์ท,ตั๋วเครื่องบินราคาถูก,ทัวร์ยุโรปพรีเมียม","2021-09-09 10:10:35",265,"2021-09-14 09:00:07",263,NULL,NULL
344,75,"เชสกี้ ครุมลอฟ : มนต์เสน่ห์มรดกโลกแสนโรแมนติก แห่งเมืองเช็ก","ทัวร์สาธารณรัฐเช็ก,รีวิวสาธารณรัฐเช็ก,เที่ยวสาธารณเช็ก,ทัวร์เชสกี้กรุมลอฟ,เที่ยวเชสกี้กรุมลอฟ,เชสกี้ครุมลอฟ,สาธารณรัฐเช็ก,ตั๋วเครื่องบินราคาถูก,รวมทัวร์ยุโรป,แพคเกจทัวร์เชสกี้กรุมลอฟ,ตั๋วเครื่องบินราคานักเรียน","2021-09-09 16:01:57",263,"2021-09-10 04:56:43",263,NULL,NULL
345,49,"อนุสรณ์สถานเจียง ไคเช็ค (Chiang Khai Shek Memorial hall)   ","","2021-09-10 05:16:31",162,"2021-09-10 05:16:31",162,NULL,NULL
346,92,"สวนมาลัย บัววิคตอเรีย บัวกระด้งขนาดใหญ่ ขึ้นไปยืนถ่ายรูปได้ !","สวนมาลัย,บัววิคตอเรีย,ที่เที่ยวนนทบุรี,รักยิ้มทัวร์,ที่เที่ยวบางบัวทอง,สวนมาลัย บัววิคตอเรีย,แหล่งท่องเที่ยวเชิงเกษตร","2021-09-10 07:43:45",309,"2021-09-10 07:43:45",309,NULL,NULL
347,50,"ด่านสิงขร เมืองมะริด ตะนาวศรี","","2021-09-10 10:59:10",163,"2021-09-10 10:59:10",163,NULL,NULL
348,50,"สบายดี หลวงพระบาง ","","2021-09-10 11:28:53",163,"2021-09-10 11:28:53",163,NULL,NULL
349,75,"ปราสาทปราก สาธารณรัฐเช็ก : ความงามอันเลื่องลือแห่งแดนยุโรป","ทัวร์สาธารณรัฐเช็ก,รีวิวสาธารณรัฐเช็ก,ทัวร์ปราสาทปราก,เที่ยวสาธารณรัฐเช็ก,เที่ยวเมืองปราก,เที่ยวปราสาทปราก,สาธารณรัฐเช็ก,รวมทัวร์ยุโรป,แพคเกจทัวร์ปราสาทปราก,ตั๋วเครื่องบินราคานักเรียน,ตั๋วเครื่องบินราคาถูก","2021-09-13 08:31:49",263,"2021-09-13 08:52:15",263,NULL,NULL
350,75,"สะพานชาร์ลส์ Charles Bridge : สัญลักษณ์แห่งเมืองปราก","เที่ยวเช็ก,ทัวร์เช็ก,รีวิวเช็ก,สะพานชาร์ลส์,ปราก,ทัวร์ปราก,ตั๋วเครื่องบินราคาถูก,ทัวร์ยุโรป,ทัวร์คุณภาพ,จองตั๋วเครื่องบิน","2021-09-13 09:07:42",263,"2021-09-13 09:52:15",263,NULL,NULL
351,132," มาดูกันว่า ภูเด็ดๆ ยั่วให้อยากเก็บกระเป๋าหรือแบกเป้เดินทางออกไป “รับลมหนาว เที่ยวภู ดูทะเลหมอก” ","เที่ยวทิพย์,เที่ยวเลย,เที่ยวหน้าหนาว,เที่ยวอีสาน,เที่ยวภาคอีสาน,เที่ยวเมืองรอง,เที่ยวภูเขา,เที่ยวป่า,เที่ยวไทย,เที่ยวเมืองไทย,ทะเลหมอก,ปักในใจไปแน่ๆ,เที่ยวเมืองไทยAmazingยิ่งกว่าเดิม,AmazingThailand,amazingไทยเท่,UnseenThailand,UnseenNewSiries,MoreCoolอีสาน","2021-09-14 03:57:17",439,"2021-09-14 03:57:17",439,NULL,NULL
352,75,"ชมวิว เสพมนต์เสน่ห์เมือง ณ ฟุกุโอกะทาวเวอร์ แห่งเกาะคิวชู","เที่ยวญี่ปุ่น,ทัวร์ญี่ปุ่น,ทัวร์ฟุกุโอกะ,เที่ยวฟุกุโอกะ,เที่ยวฟุกุโอกะทาวเวอร์,ทัวร์ฟุกุโอกะทาวเวอร์,ทัวร์คิวชู,เที่ยวคิวชู,fukuoka,fukuokatower","2021-09-14 04:16:22",265,"2021-09-14 04:21:33",265,NULL,NULL
353,132,"เที่ยวเชียงคานกัน","","2021-09-14 04:33:50",439,"2021-09-14 04:33:50",439,NULL,NULL
354,99,"เที่ยวเมืองมรดกโลก หอฟ้าเทียนถาน เมืองปักกิ่ง","เมืองมรดกโลก,หอฟ้าเทียนถาน,ราชวงศ์ชิง,หอฟ้าดินเทียนตี้ถาน,ปักกิ่ง","2021-09-14 07:38:28",344,"2021-09-14 07:38:28",344,NULL,NULL
355,50,"โตเกียว ภูเขาฟูจิ  ประเทศญี่ปุ่น","","2021-09-14 11:19:47",163,"2021-09-14 11:19:47",163,NULL,NULL
356,87,"มาดูกันว่า ภูเด็ดๆ ยั่วให้อยากเก็บกระเป๋าหรือแบกเป้เดินทางออกไป “รับลมหนาว เที่ยวภู ดูทะเลหมอก”","เที่ยวทิพย์,เที่ยวหน้าหนาว,เที่ยวเลย,เที่ยวภาคอีสาน,เที่ยวเมืองรอง,เที่ยวภูเขา","2021-09-15 08:14:01",295,"2021-09-15 08:14:01",295,NULL,NULL
357,78,"เก็นต์ (Ghent) เมืองสวย สงบ ริมแม่น้ำ ประเทศเบลเยี่ยม ","เบลเยี่ยม,ประเทศเบลเยี่ยม,เที่ยวยุโรป,Ghent,เก็นต์,Belgium,ท่องเที่ยวยุโรป,อธีนา อินเตอร์ กรุป ทราเวล","2021-09-15 09:07:40",274,"2021-11-16 16:41:31",274,NULL,NULL
359,50,"ซากุระบานที่ญี่ปุ่น ","","2021-09-15 10:08:31",163,"2021-09-15 10:08:31",163,NULL,NULL
360,50,"เมืองทาคายามะ (Takayama) ญี่ปุ่น และเจแปนแอลป์ ทาเตยามะ-คุโรเบะ","","2021-09-15 10:51:24",163,"2021-09-16 05:25:27",163,NULL,NULL
361,50," นิกโก้ เมืองมรดกโลก เที่ยวชมธรรมชาติ และวัฒนธรรมญี่ปุ่น","","2021-09-16 05:38:40",163,"2021-09-16 05:38:40",163,NULL,NULL
362,50,"โอกินาว่า เกาะใต้ของญี่ปุ่น","","2021-09-16 08:12:07",163,"2021-09-16 08:12:07",163,NULL,NULL
363,50,"ฮอกไกโด เกาะเหนือของญี่ปุ่น","","2021-09-16 11:22:57",163,"2021-09-16 11:22:57",163,NULL,NULL
364,50,"หนาวนี้ ที่ ฮอกไกโด ญี่ปุ่นตอนเหนือ","","2021-09-17 05:40:20",163,"2021-09-17 05:42:21",163,NULL,NULL
366,50,"ฮาโกดาเตะ HOKKAIDO เมืองท่าที่รุ่งเรืองในอดีต","","2021-09-17 06:43:43",163,"2021-09-17 06:43:43",163,NULL,NULL
367,50,"เมืองฟุกุโอกะ (Fukuoka) และเมืองนางาซากิ (NAGASAKI)","","2021-09-17 10:12:59",163,"2021-09-17 10:43:32",163,NULL,NULL
368,50,"วัดคินคะคุจิหรือวัดทอง ที่เกียวโต ญี่ปุ่น","","2021-09-18 05:27:55",163,"2021-09-18 05:56:10",163,NULL,NULL
369,50,"สวยป่าไผ่ อาราชิยาม่า Arashiyama Bamboo  เกียวโต ญี่ปุ่น","","2021-09-18 06:06:38",163,"2021-09-18 06:06:38",163,NULL,NULL
372,50,"วัดน้ำใสคิโยมิซุ  KIYOMIZU TEMPLE","","2021-09-18 06:25:37",163,"2021-09-18 06:25:37",163,NULL,NULL
373,50,"เสาโทริอิ ที่ ศาลเจ้าฟูชิมิ อินาริ  FUSHIMI INARI SHRINE เกียวโต ญี่ปุ่น","","2021-09-18 06:43:28",163,"2021-09-18 06:43:54",163,NULL,NULL
374,50,"วัดเซ็นโซจิ SENSOJI  อาซากุสะ ASAKUSA  โตเกียว ","","2021-09-19 09:41:35",163,"2021-09-19 09:41:35",163,NULL,NULL
375,50,"ทะเลสาบอาชิโนโกะ  LAKE ASHINOKO ","","2021-09-19 10:12:54",163,"2021-09-19 10:12:54",163,NULL,NULL
376,78,"ไร่ชา ขนาดใหญ่ที่สุดของเกาหลี O'sulloc tea museum เกาะเจจู","jeju-do,jeju,korea,เกาะเจจู,เที่ยวเกาะเจจู,เที่ยวเกาหลี","2021-09-19 15:47:44",274,"2021-11-16 16:37:46",274,NULL,NULL
377,50,"โอวาคุดานิ แห่งฮาโกเนะ โตเกียว ญี่ปุ่น","","2021-09-20 03:45:37",163,"2021-09-20 03:45:37",163,NULL,NULL
